0,1
deal,"['tower', 'damage', 'incompetence', 'police', 'cannabis', 'courts', 'people', 'evidence', 'fans', 'level', 'advertisers', 'who', 'decisions', 'court', 'body', 'deposits', 'surf', 'camp', 'laws', 'change', 'thought', 'cards', 'day', 'servers']"
slickened,['rain']
repudiate,['elements']
ekes,['win']
Been,"['What', 'Part', 'day']"
vaulted,['stocks']
revel,['poems']
fingering,"['man', 'flesh']"
invoice,['line']
altered,"['shape', 'sunna', 'religion', 'properties', 'conditions', 'ideal', 'gentlewoman', 'statement']"
translates,"['power', 'bloodshed']"
tripped,"['pitfalls', 'authors', 'Who']"
shapes,"['what', 'story']"
tracked,"['candidate', 'album', 'finances', 'friend', 'who', 'fragments']"
grading,"['re', 'applications']"
subpoenaing,['information']
track,"['planes', 'handling', 'tuk', 'launch', 'broker', 'feedback', 'murderer', 'ones', 'packages', 'Temperatures', 'dog', 'stuff', 'intake', 'team', 'results', 'bursars']"
orbited,"['planets', 'Earth', 'total']"
dispelled,"['gloom', 'illusion', 'craving', 'imaginations', 'moment', 'sensations', 'kind', 'resolve', 'yearnings', 'forms', 'impurities', 'gentleness', 'pride', 'desire', 'beliefs', 'myth', 'doubts']"
provoking,['thought']
overcook,"['stalls', 'spaghetti', 'meat']"
ganizing,['event']
knew,"['b', 'owner', 'reason', 'who', 'rulings', 'book', 'command', 'nothing', 'qualities', 'nature', 'anything', 'identities', 'majority', 'restraint', 'time', 'names', 'personalities', 'face', 'money', 'what', 'feminists', 'bishop', 'things', 'everybody', 'father', 'contents', 'enemy', 'somebody', 'players', 'one', 'date', 'playing', 'people', 'way', 'pupil', 'week', 'monster', 'everyone', 'observer', 'boss', 'girls', 'man', 'nobody', 'forest', 'trails', 'Who', 'words', 'anyone', 'story', 'truth', 'needs', 'view', 'powers', 'generals', 'directors', 'listeners', 'couple', 'intentions', 'authorities', 'stuff', 'mum']"
uncompress,['file']
spewing,"['PROPHECIES', 'sympathy', 'hatred', 'propaganda']"
burn,"['house', 'mouths', 'copies', 'fat', 'day', 'hours', 'computer', 'ring', 'flames', 'everything', 'mob', 'place', 'anger', 'girl', 'calories', 'thieves', 'men']"
bolt,['party']
bury,"['ball', 'box', 'material']"
codified,['policy']
wept,"['brake', 'mother']"
flourished,['civilization']
incentivises,['teams']
conceal,"['matters', 'hadiths', 'who', 'commands', 'attainment', 'events', 'certifiers']"
engirdling,"['host', 'universities']"
Hearing,"['news', 'reply', 'dhamma']"
Including,"['excursions', 'bouts']"
commit,"['fornication', 'sunna', 'thefts', 'acts', 'veterans', 'suicide', 'day', 'deeds', 'murder', 'act', 'person', 'evils', 'who', 'crimes', 'genocide', 'sheik', 'bankers', 'crime', 'cause', 'violence', '%', 'deals', 'atrocities', 'calories', 'future', 'offence', 'murders', 'something', 'man']"
motivate,"['cricketers', 'who', 'players']"
lied,"['who', 'people', 'fact', 'weeks', 'scientists', 'someone', 'attacker']"
reaping,['harvest']
parsing,"['formats', 'strings']"
lies,"['what', 'sedition', 'reward', 'sanctuary', 'accounting', 'chance', 'What', 'blanket', 'resort', 'Part', 'hotel', 'remedy', 'difference', 'number', 'richness', 'west', 'place', 'Newfoundland', 'hours', 'point', 'protection', 'shame', 'penance', 'duty', 'heart', 'error', 'fate', 'advantage', 'future', 'character', 'importance', 'action', 'stake', 'problem', 'crux', 'power', 'generation', 'allegiance', 'who', 'structure', 'Everything', 'southwest', 'attraction', 'part', 'relevance', 'woman', 'distinction']"
thinned,['crowd']
carving,"['wax', 'niche']"
cascades,['effect']
refined,"['adherents', 'Tones']"
Stay,"['consultants', 'focus', 'Course']"
Relishing,['chaos']
Downloading,['@']
weathered,['challenges']
Jellybean,['cow']
flying,"['flag', 'bombers', 'plane', 'what', 'someone', 'year', 'times', 'test', 'equipment', 'fever', 'time']"
doctorate,['D']
aggrandising,['self']
influencing,"['decisions', 'people', 'situation', 'sector']"
fork,['money']
starve,"['beast', 'country']"
offering,"['link', 'meat', 'glass', 'rates', 'deal', 'seat', 'gem', 'food', 'defence', 'everything', 'companies', 'offering', 'therapies', 'tribute', 'assistance', 'views', 'range', 'sort', 'multiple', 'suite', 'customers', 'care', 'variety', 'something', 'bookies', 'sponsorship', 'help', 'foodstuffs', 'bags', 'fact', 'feedback', 'mix', 'lots', 'shades', 'vision', 'opinion', 'rollback', 'sites', 'meditation', 'consideration', 'flexibility', 'test', 'alms', 'opportunity', 'midfield', 'flights', 'clients', 'slot', 'sacrifice', 'guarantee', 'volunteer', 'classes', 'proceeds', 'value', 'number', 'provider', 'coverage', 'chance', 'pardon', 'authors', 'service', 'savings', 'packages', 'word', 'kind', 'potential', 'what', 'guard', 'perks', 'credit', 'anything', 'agreements']"
analyse,"['data', 'students', 'learning', 'determinants', 'permeate', 'situation', 'product']"
landing,"['probe', 'aircraft']"
penned,"['who', 'hashtag']"
surrender,"['estates', 'income', 'exchange', 'control', 'question']"
administering,"['justice', 'studies']"
builds,"['ship', 'networks', 'proteins', 'wealth', 'refusal', 'Text', 'bridges', 'text', 'societies', 'esteem', 'anger', 'rudeness', 'faith', 'communities', 'project', 'tension']"
Listening,['quarters']
prevents,"['negatives', 'writing', 'b', 'clothing', 'loss', 'damage', 'activity', 'units', 'fertilisation', 'people', 'use', 'weeds', 'smokers', 'API', 'P', 'users']"
attached,"['parents', 'catches', 'copy', 'list', 'acids', 'string', 'ends', 'teeth', 'address', 'atoms', 'hydrogen', 'halogen', 'rabbit', 'rope', 'jpeg', 'consequences']"
attaches,"['doctor', 'monitors']"
temper,['addiction']
delete,"['obstacles', 'account', 'people', 'folders', 'messages', 'widget', 'm', 'information', 'pages', 'tweets', 'file', 'postmasters']"
diagnose,"['t', 'issues', 'complications', '%']"
abusing,"['who', 'influence', 'person']"
strengthening,"['families', 'position', 'hands', 'development', 'family', 'currency', 'connections', 'democracy', 'capacities', 'environment', 'defences', 'leadership', 'hold']"
sticks,"['world', 'h']"
exerting,['presence']
toss,"['preservers', 'anchor', 'shoe', 'kids', 'monkeys', 'bags']"
sidestep,"['question', 'analysis']"
covers,"['fee', 'work', 'lot', 'area', 'garden', '@', 'needs', 'magazine', 'what', 'penis', 'companies', 'idea', 'delays', 'hundreds', 'establishing', 'bed', 'mouth', 'insurance', 'dog', 'millions', 'body', 'Mata', 'space', 'section', 'motivation', 'types', 'risks', '%', 'government', 'states', 'complex', 'metres', 'history', 'who', 'today', 'report', 'results', 'number', 'period', 'bands', 'movement', 'years', 'gap', 'kinds']"
Hiring,"['people', 'workers']"
revitalize,"['industry', 'country']"
fashioned,['people']
universes,['island']
floating,"['boat', 'swimming']"
shit,['pants']
marinated,"['chops', 'way']"
marking,"['teams', 'end', 'time']"
sunsetting,['time']
agreeing,"['pasta', 'what', 'limits', 'people']"
alerts,['news']
tossing,"['coins', 'bonuses']"
handed,"['kingdom', 'daughter', 'start', 'man', 'chance', 'baby', 'process', 'candidates', 'petitions', 'stories', 'task', 'education', 'who', 'cards', 'ring', 'euro', 'crates', 'assistance', 'pile', 'bags', 'something', 'year', 'crown']"
misinterpreted,"['generations', 'teaching', 'identity']"
molested,['people']
alleviates,['insomnia']
transfers,['messages']
dies,"['neighbour', 'hype', 'someone', 'person', 'one', 'spark', 'father', 'mother', 'pet', 'forest', 'who', 'polygamist']"
felt,"['one', 'rulings', 'what', 'fragrance', 'sensations', 'king', 'who', 'example', 'Members', 'decisions', 'stretch', 'protection', 'medics', 'presence', 'part', 'urge', 'guards', 'band', 'desire', 'participants', 'standpoint', 'girls', 'butterflies', 'patriarchs', 'burden', 'grief', 'tingling', 'run', 'lb', 'difference', 'criticism', 'creditors', 'museum', 'members', 'bonds', 'playing', 'lot', 'heat', 'touch', 'year', 'life', 'way', 'sense', 'climax', 'deposit', 'need', 'churning', 'masterers', 'shivering', 'conviction', 'vibe', 'connection', 'day', 'song', 'love', 'people', 'jury', 'eye', 'nothing', 'impact', 'animals', 'freedom', 'frustration', 'bear']"
journey,['mile']
exported,"['purchases', 'goods', 'object']"
stoke,"['fires', 'atmosphere', 'fire']"
unlocking,['things']
died,"['brother', 'manager', 'mother', 'pauper', 'people', 'who', 'terrorists', 'whom', 'innocents', 'father', 'patients', 'part', 'age', 'sons', 'husband', 'begat', 'announcement', 'soldiers', 'thousands', 'cheers', 'total', 'puppy', 'yesterday', 'car', 'lot', 'half', 'winter', 'scam', 'flames', 'days', 'day', 'disease', 'tourists', 'wife', 'child', 'kids', 'shell', 'players', 'protests', 'months', 'number', 'prisoners', 'men', 'millions', 'Thousands', '@', 'personnel', 'civilians', 'sister', 'year', 'years', 'weeks', 'man', 'month', 'someone']"
derail,"['train', 'initiatives', 'fantasy']"
jacked,['keys']
Echoing,"['folk', 'song']"
happening,"['what', 'What', 'everything', 'sessions', 'gigs', 'month', 'warming', 'lady', 'Something', 'nothing', 'today', 'front', 'change', 'Change', 'pap', 'buddy', 'scenarios', 'time', 'status', 'things', 'something', 'reconciliation']"
assume,"['reader', 'colonists', 'attitude', 'portfolios', 'model', 'variable', 'engagements', 'responsibility', 'party', 'costs', 'position', 'role', 'personas', 'arguments', 'notion', 'capitalists', 'risk', 'valuations', 'revenue', 'way', 'people', 'stretches', 'authorities', 'readers', 'liability', 'People', 'obligation', 'lots', 'manuals', 'level', 'household', 'business', 'who', 'sovereignty']"
Win,['Perle']
u'relying,"[""u'organisations""]"
restores,"['forgiveness', 'relationship']"
stripping,['clothes']
reverencing,['Part']
restored,"['faith', 'flow', 'outlook', 'name', 'order', 'democracy', 'data', 'who', 'magic', 'dignity', 'penalty', 'power']"
befriend,"['whom', 'who', 'group', 'being', 'others', 'anyone']"
managed,"['terms', 'work', 'corporations', 'who', 'team', 'mum', 'idea', 'country', 'funds', 'worker', 'community', 'risks', 'project', 'Water', 'game', 'year', 'reservations', 'property', 'try', 'self', 'doctor', 'dissenter', 'matches', 'crisis', 'build', 'Storm', 'way', 'agent', 'hits', 'season', 'office', '@', 'girls', 'votes', 'time', 'runs', 'trees', 'military', 'war', 'side', 'draws', 'organisation']"
themed,"['objective', 'warcraft', 'pirate', 'football', 'mustache', 'pumpkin', 'water', 'org']"
skip,"['stage', 'people', 'race', 'meal', 'trail', 'season', 'disc', 'episodes', 'meals', 'majority', 'posts']"
relieve,"['discomfort', 'overload', 'paramedics', 'symptoms', 'pain', 'pressure', 'action', 'anxiety', 'forces']"
peruse,['who']
bombed,"['patrol', 'compound', 'area', 'schools', 'angle', 'building', 'planes', 'ships', '@', 'house', 'door']"
invent,"['minds', 'fable', 'systems', 'machine', 'job']"
Winning,"['races', 'competition']"
manages,"['who', 'centre', 'plant', 'girl', 'websites', 'efforts', 'records', 'teacher']"
redouble,['efforts']
spruik,['website']
bomber,['jackets']
milk,['point']
hijacked,['thread']
misread,"['pitch', 'creators', 'data']"
depend,"['who', 'choice', '%', 'treatment', '@', 'Babies', 'rights', 'answer', 'selection', 'velocity', 'shifts', 'jobs', 'people', 'corporations', 'attitude', 'success', 'freedoms', 'what', 'world', 'differences', 'prices', 'format', 'terms', 'sharks', 'Fees', 'involvement', 'life', 'economy', 'geometry', 'products', 'speed', 'newspapers']"
rebased,['Figures']
fancies,"['who', 'PM']"
scribble,['map']
father,['eccentricities']
bordered,['territory']
answered,"['covenant', 'invocation', 'interrogators', 'riputta', 'None', 'person', 'who', 'nobody', 'king', 'questions', 'prophetess', 'question', 'one', 'emails', 'kids', 'door', 'today', 'kinds', 'letters', 'member', 'phone', 'everything', 'queries', 'participants', 'receptionist', 'hypotheticals', 'prayer', 'call', 'mother']"
summarised,"['stories', 'Ekadasi', 'briefly', 'verses']"
praised,"['whom', 'name', 'website', 'week', 'editor', 'coverage', 'technology', 'costs', 'album', 'song', 'who', 'city', 'Law', 'youngsters', 'win', 'judges', 'handling']"
overrun,"['rivers', 'tremble']"
marks,"['film', 'entries', 'trial', 'point', 'part', 'return', 'Today', 'anniversary', 'holiday', 'time', 'project', 'installation']"
suffered,"['elves', 'soldiers', 'injuries', 'who', 'woman', 'damage', 'club', 'anyone', 'people', 'curse', 'mother', 'breakdown', 'death', 'inhabitants', 'deal', 'area', 'injury', '@', 'repercussions', 'country', 'conservatives', 'heroin', 'impairment', 'year', 'loss', ""Na'Chi"", 'addiction', 'destruction', 'depression', 'mind', 'effects', 'form', 'namesake', 'burns', 'stocks', 'factor', 'shock', 'losses', 'movements', 'setbacks', 'deaths', 'toll', 'stroke', 'shin', 'populations', 'decline', 'defeat', 'governor', 'disorder']"
outweighing,['items']
fancied,"['chances', 'who']"
mooted,['idea']
reelected,"['Today', 'president']"
inciting,"['incident', 'documents', 'populations', 'violence']"
qualifying,"['bag', 'buyers']"
congratulating,"['bit', 'couple']"
convicted,"['who', 'parties', 'men', 'Defendants', 'defendants', 'system', 'individual']"
defying,"['bodies', 'state', 'death', 'will', 'wisdom', 'mandate']"
garrisoning,['defences']
advised,"['man', 'king', 'monitoring', 'officers', 'people', 'surgery', 'exercise', 'office', 'governments', 'transactions', 'failure', 'counsel', 'chief', 'everyone', 'memo', 'officials', 'U', 'Customer', 'changes', 'People', 'accountants', 'companies', 'employees', 'who', 'curriculum', 'player']"
materialize,"['savings', 'quest']"
rebelling,['youth']
banished,['who']
did,"['What', 'job', 'what', 'family', 'ups', 'companions', 'nothing', 'others', 'trustee', 'wives', 'Abbasids', 'thing', 'dream', 'act', 'good', 'things', 'heads', 'who', 'brother', 'gang', 'marathon', 'year', 'magic', 'days', 'jewish', 'people', 'way', 'damage', 'streak', 'announcement', 'everything', 'number', 'lad', 'prison', 'piece', 'opening', 'disgust', 'head', 'bidding', 'master', 'round', 'couple', 'bit', 'enemy', 'rundown', 'patrols', 'leaders', 'balls', 'explosion', 'chappell', 'None', 'father', 'day', 'thanks', 'senses', 'injustice', 'one', '@', 'girls', 'responses', 'series', 'quiz', 'management', 'morning', 'week', 'characters', 'deal', 'judge', 'work', 'documentation', 'cross', 'vote', 'everyone', 'rest', 'lot', 'today', 'man', 'X', 'person', 'modernism', 'carolers', 'time', 'delegation', 'shooting', 'developing', 'ex', 'lyrics', 'cover', 'clock', 'reading', 'detach', 'moon', 'something', '@Jack', 'years', 'politicians', 'countries', 'shows', 'idea', 'feet', 'corporals', 'parents', 'mapping', 'everybody', 'climb', 'marley', 'cat', 'Gators', 'plains', 'documentary', 'players', 'insurers', 'legends', 'reviewers', 'show', 'recording', 'up', 'raid', 'Planes', 'fighting', 'troubles', 'interview', 'revolt', 'salon', 'hair', 'teaching', 'pottery', 'season', 'amount', 'Dad', 'business', 'Life', 'disco', 'predecessor', 'team', 'stop', 'talk', 'Heffers', 'festival', 'PhD', 'lectures', 'epigram', 'review', 'photographer', 'tents', 'partner', 'bunch', 'anything']"
die,"['tuh', 'web', 'brother', 'patient', 'year', 'children', 'day', 'who', 'part', 'minutes', 'moment', 'Fate', 'waits', 'times', 'People', 'supporter', 'infarct', 'producers', 'consumers', 'manufacturers', 'thousands', 'help', 'game', 'people', 'starvation', 'liefert', 'rotieren', 'mit', 'puppy', 'wave', 'harmonics', 'passion', 'sinks', 'PM', 'hundreds', 'rats', 'mum', 'millions', 'Millions', 'something', 'crew', 'country', 'humans', 'women', 'sun', 'snail', 'mayor', 'bees', 'worms']"
stiffed,['clients']
dig,"['past', 'grave', 'section', 'rest', 'dirt', 'garden', 'reference', 'service']"
travels,"['Nothing', 'who', 'wave', 'pulse', 'light', 'airplane', 'exercises', 'husband', 'bit', 'group']"
banishes,['elves']
dip,"['hands', 'foot']"
round,"['sides', 'sun', 'year', 'prices', 'serveware', 'head']"
attracting,"['students', 'attention', 'buyers', 'voters', 'program', 'players', 'youth', 'thousands', 'visitors', 'prices', 'people', 'spirits', 'firms']"
shave,"['heads', 'papa', 'hair']"
talked,"['others', 'who', 'while', 'yesterday', 'time', 'hospital', 'what', 'week', 'bit']"
fearing,['treachery']
dealing,"['managers', 'who', 'partner', 'mentaility']"
draping,"['tendency', 'mantle']"
hospitalised,['season']
run,"['People', 'people', 'creature', 'man', 'classes', 'things', 'ball', 'thoughts', 'state', 'river', 'range', 'time', 'nominations', 'mosques', 'hostel', 'country', 'opinions', 'who', 'government', 'organization', 'bus', 'seasons', 'student', 'risk', 'app', 'command', 'script', 'work', 'businesses', 'business', 'equation', 'O', 'log', 'split', 'algorithm', 'webinar', 'programs', 'track', 'commands', 'ashrams', 'cycle', 'times', 'marathon', 'batteries', 'moment', 'Line', 'lips', 'boat', 'reserves', 'metals', 'cover', 'check', 'party', 'game', 'numbers', 'road', ""gov't"", 'book', 'searcher', 'way', 'indexers', 'sorters', 'table', 'liberals', 'campaign', 'office', 'ship', 'candidates', 'organizations', 'folks', 'rampid', 'nation', 'wells', 'father', 'mile', 'ups', 'defense', 'website', 'football', 'month', 'steps', 'agents', 'rest', 'tubes', 'staff', 'What', 'babe', 'GetUp', 'campaigns', 'deficit', 'surpluses', 'boats', 'pollies', 'Risk', '@', 'surplus', 'deficits', 'supercomputers', 'models', 'journo', 'brain', 'service', 'advice', 'km', 'course', 'veins', 'meet', 'boy', 'jahjah', 'instances', 'plant', 'article', 'light', 'clock', 'imagination', 'offense', 'system', 'world', 'courses', 'type', 'Snider', 'day', 'sessions', 'loss', 'year', 'organisation', 'Politicians', 'days', 'tests', 'series', 'companies', 'tyres', 'tires', 'bikes', 'scripts', 'servers', 'query', '%', 'institutions', 'source', 'MTAs', 'solutions', 'ones', 'filters', 'grids', 'model', 'company', 'investors', 'program', 'movement', 'district']"
targets,"['splits', 'groups']"
soured,"['Relations', 'experience', 'majority']"
adds,"['points', 'scheme', 'demand', 'institution', 'earnings', 'power', 'years', 'trick', 'dimension', 'slur', 'touch', 'theory', 'definition', 'features', 'supplements', 'information', 'sheet', 'work', 'defiance', '%', 'comment', 'nothing', 'enhancement', 'colour', 'diversity', 'filtering', 'throw', 'theatre', 'newspaper']"
encrusted,['door']
favour,"['cousin', 'What', 'teachings', 'mourning', 'class', 'bland', 'interests', 'globalisation']"
u'winning,"[""u'award""]"
reunite,['husband']
Explore,"['locations', 'options', 'culture']"
suspect,"['majority', 'play', 'conspiracy', 'who', 'friend']"
filled,"['water', 'hearts', 'hands', 'times', 'days', 'pages', 'history', 'auditorium', 'ear', 'recesses', 'baskets', 'folders', 'fume', 'ears', 'books', 'need', 'chest', 'schedule', 'spots', 'interface', 'light', 'love', 'walls', 'store', 'wife', '@', 'container', 'rest', 'jungle', 'gras', 'quail', 'hole', 'lungs', 'uterus', 'life', 'fluid', 'gaps', 'tools', 'hope', 'heart', 'craters', 'sand', 'day', 'jobs', 'positions', 'race', 'fun', 'sunshine', 'cranberry', 'hall', 'room', 'palm', 'thing', 'clouds', 'form', 'tour']"
proclaiming,['player']
Changed,['What']
availed,['sympathy']
monied,['donors']
elbow,['way']
detest,"['heart', 'ones']"
decipher,"['contents', 'communications']"
implanted,['ear']
wait,"['others', 'identity', 'printer', 'F**k', 'residents', 'years', 'rates', 't', 'man', 'reply', 'time', 'who', 'lines', 'days', 'minute', 'turn', 'process', 'program', 'sleep']"
exemplified,"['motto', 'athletes', 'mindset']"
battling,"['Leukemia', 'jetlag']"
institute,['ceremony']
shift,"['activity', 'hips', 'Handouts', 'increase', 'focus', 'baggage', 'people', 'poverty', 'edges']"
coversr,['period']
bow,"['things', 'leaders']"
diagnosed,"['majority', 'disease', 'month', 'types', 'infarction', 'commentators', 'problem', 'cafe', 'people', 'year']"
shook,"['show', 'head', 'legs', 'policeman', 'cop', 'sergeant', 'assassination', 'family', 'curse', 'hands', 'hand']"
rediscover,"['today', 'sluices']"
massage,['egos']
slackened,['pace']
crusading,['flaws']
recounting,"['deeds', 'history']"
elect,"['representatives', 'citizens', 'president', 'year', 'head', 'legislature', 'Members', 'substitute', 'flake', 'idiot', 'versions', 'man', 'replacements']"
Purchasing,['ticket']
wintess,['day']
rented,"['properties', 'cabin', 'bikes', 'house']"
sweating,['stones']
visit,"['relatives', 'followers', 'castle', 'camp', 'place', 'palace', 'monks', 'house', 'grandfather', 'slum', 'institution', 'who', 'hospitals', 'women', 'hospital', 'month', 'websites', 'information', 'country', 'awe', 'square', 'levels', 'GP', 'site', 'profile', 'Right', 'bazar', 'storage', 'shrine', 'locals', 'rajbari', 'website', 'anyone', 'deserts', 'slams', '@', 'www', 'use', 'students', 'museum', 'musicians', 'places', 'locations', 'people', 'stadiums', 'studios', 'clinic', 'months', 'citizens', 'offices', 'unit', 'sites', 'schools', 'newsroom', 'family', 'article', 'group', 'world', 'patients', 'island', 'cze', 'tree', 'cousins', 'region', 'members', 'countries', 'campus', 'son', 'index', 'spots', 'downtown', 'ships', 'ports', 'AURORA', 'nights', 'ship', 'destinations', 'thousands', 'markets', 'communities', 'project', 'briefly', 'colony', 'event', 'prisons', 'investing', 'estates', 'erosions', 'Today']"
pelts,"['rain', 'windshield']"
Allowing,"['light', 'fraudster']"
sharpen,"['message', 'diminish', 'skills']"
checkout,['items']
lessened,"['kamma', 'decoupling', 'impact', 'distraction', 'pain']"
Maintaining,"['metaphor', 'space']"
sharing,"['post', 'pain', 'home', 'duty', 'photo', 'revenue', 'excess', 'clubs', 'ideas', 'work', 'visitors', 'creations', 'videos', 'secrets', 'goals', 'recipes', 'lexicon', 'rage', 'arabs', 'language', 'history', 'wealth', 'omniscience', 'food', 'views', 'experience', 'experiences', 'adventures', 'look', 'vibes', 'wall', 'video', 'cab', 'cup', 'bed', 'science']"
swiveled,['head']
slurping,['brains']
capturing,"['stations', '@', 'bank', 'vistas', 'image', 'data']"
fly,"['crafts', 'love', 'zombies', 'hospital', 'people', 'f---', 'sap', 'team', 'disc', 'lot', 'jetliner', '5th', 'model', 'claims', 'plane', 'birds']"
demolish,['home']
avoiding,"['traps', 'death', 'platforms', 'obstacles', 'extremes', 'actions', 'behaviour', 'contact', 'disaster', 'trigger', 'antihistamines', 'pressure', 'unrighteousness', 'rigidity', 'use', 'muslims', 'sin', 'drabness', 'splashing', 'austerity', 'food', 'counting', 'skin', 'prison']"
quoting,"['text', 'words', 'book', 'conversation', 'statement', 'author', 'someone']"
reviews,"['attraction', 'decision', 'game', 'laws']"
Celebrating,"['birthday', 'Eucharist', 'Prayers']"
drags,"['randomness', 'things']"
growing,"['shadow', 'outrage', 'spirit', 'seeds', 'erosion', 'farms', 'economy', 'community', 'difficulties', 'brunches', 'who', 'moustache', 'reproduction', 'rendering', 'list', 'range', 'crops', 'instability', 'costs', 'pandemic', 'amount', 'number', 'uprest', 'years', 'regions', 'vegetables', 'apparel', 'majority', 'effect', 'staying', 'mightier', 'feelings', 'confidence', 'child', 'firepower', 'future', 'mould', 'types', 'cap', 'branches', 'minute', 'matter', 'sales', 'feedback', 'use', '@', 'expenditures', 'interest', 'ponds', 'weeds', 'sticks', 'tree', 'gap']"
making,"['work', 'print', 'exposure', 'gift', 'reform', 'progress', 'strategies', 'effort', 'religion', 'career', '@', 'Sahw', 'intention', 'total', 'rate', 'changes', 'arrangements', 'incursions', 'statements', 'pretence', 'libation', 'noise', 'use', 'place', 'difference', 'mark', 'who', 'claims', 'mouthpieces', 'administrators', 'decisions', 'people', 'decisons', 'waves', 'mess', 'suggestion', 'decision', 'instruments', 'programmes', 'decor', 'mind', 'treasure', 'film', 'piece', 'mistakes', 'friends', 'applesauce', 'calls', 'contribution', 'gestures', 'central', 'recovery', 'something', 'obstacle', 'return', 'yanks', 'comments', 'hearts', 'cousins', 'money', 'stuff', 'favours', 'hampers', 'year', 'crap', 'mistake', 'muscles', 'studies', 'attachment', 'connections', 'wine', 'pillows', 'music', 'headlines', 'travel', 'agency', 'visits', 'love', 'claim', 'party', 'request', 'district', 'donations', 'depots', 'People', 'things', 'appearances', 'week', 'cuts', 'Refusing', 'fun', 'process', 'entry', 'call', 'requests', 'allowance', 'priority', 'answer', 'allegation', 'jurisdiction', 'jump', 'designer', 'potential', 'gains', 'role', 'sorts', 'purposes', 'somebody', 'majority', 'excuses', 'body', 'efforts', 'mod', 'lakes', 'building', 'masterpiece', 'community', 'share', 'video', 'copies', 'person', 'resolve', 'ones', 'variety', 'computers', 'movies', 'systems', 'lot', 'buses', 'reviews', 'pet', 'way', 'chipmaker', 'strings', 'confession', 'choices', 'series', 'works', 'festivals', 'boys', 'plans', 'living', 'reports', 'path', 'comparison', 'business', 'sharing', 'jars', 'demands', 'diagnosis', 'cheese', 'cans', 'drums', 'tanks', 'steel', 'armor', 'server', 'pharmacy', 'skirt', 'vest', 'gorilla', 'voters', 'judgments', 'retreat', '%', 'speeches', 'family', 'impact', 'company', 'investments', 'education', 'rounds', 'plays', 'majorities', 'regime', 'exit', 'trips', 'anything', 'news', 'name', 'song', 'attempt', 'deal', 'arms', 'address', 'words', 'marriage', 'incisions', 'determination', 'omelettes', 'part', 'number', 'document', 'step', 'ideal', 'move', 'splash', 'correlation', 'threats', 'stop', 'coffee', 'basket', 'passing', 'shiver', 'songs', 'tapes', 'memory', 'Decision', 'point', 'price', 'policy', 'one', 'assumptions', 'day', 'trip', 'assumption', 'companies', 'inroads', 'memories', 'tons', 'girls', 'thing', 'Gambaro', 'comment', 'lack', 'child', 'remarks', 'strides', 'adjustments', 'law', 'post', 'types', 'constitution', 'pledge', 'market', 'gap', 'announcement', 'sense', 'moves', 'comeback', 'killing', 'change', 'game', 'experience', 'threat', 'heck', 'imprint', 'objective', 'fall', 'contact', 'adventure', 'booking', 'enquiries', 'march', 'fit', 'sandwich', 'overtures', 'leader', 'list', 'win', 'democracy', 'disappointments', 'curriculum', 'statement', 'push', 'caramels', 'fool', 'juice', 'honey', 'regards', 'bench', 'bike', 'ride', 'clothes', 'shirt', 'ounce', 'profit', 'speech', 'projects', 'page', 'issue', 'buck', 'tweets', 'babies', 'lamp', 'organisers', 'stand', 'sound', 'dyspeptics', 'lives']"
arrive,"['train', 'researcher', 'mujtahid', 'males', 'faces', 'summer', 'Visitors', 'petrol', 'meals', 'ads', 'thing', 'combatants', 'travelers', 'night', 'surprise', 'month', 'pianos', 'paycheck', 'signals', 'drive']"
bites,"['who', 'penis']"
claim,"['one', 'sayings', 'who', 'people', 'groups', 'equality', 'value', 'what', 'salary', 'growth', 'prophet', 'compensation', 'monarchs', 'Critics', 'fans', 'debt', 'others', 'sides', 'parties', 'evolutionists', 'lives', 'applications', 'musicians', '@', 'product', 'work', 'month', 'classmates', 'engines', 'authorship', 'rights', 'ownership', 'adherents', 'construct', 'success', 'points', 'bill', 'scientists', 'crowding', 'People', 'widow', 'record', 'Allowance', 'expense', 'constituencies', 'part', 'Who', 'Employees', 'benefits', 'husband', 'day', 'days']"
lobbying,"['defendants', 'authors', '@']"
Deserve,"['olives', 'purr']"
confused,"['time', 'calendars', 'faith']"
flouting,"['norms', 'process']"
sample,"['dishes', 'yeast', 'output']"
disbelieve,"['who', 'ones']"
remanded,['matter']
battered,['bombers']
spanning,"['coast', 'systems', 'series', 'years']"
harking,['origin']
pink,"['face', 'frame']"
burgeoning,['town']
recited,"['desires', 'who', 'signs', 'prayer', 'Yesterday', 'times', 'Qur', 'thrice', 'what', 'motto', 'version', 'day', 'lack']"
tilt,['balance']
agonizing,['death']
thumbing,['noses']
swore,"['who', 'vengeance']"
guarantee,"['doctor', 'payment', 'show', 'right', 'security', 'freedom', 'debts', 'procedure', 'experience', 'safety', 'correctness', 'government', 'rate', 'review', 'one', 'awareness', 'work', 'success', 'certification', 'sale', 'absence', 'unpredictability', 'randomness', 'accuracy']"
sworn,"['who', 'oaths', 'allegiance', 'information', 'in']"
map,"['number', 'magnitude', 'list', 'strategies', 'subdomain', 'points', 'domains', 'devices']"
backtracked,['company']
swayed,['ramp']
legislate,"['price', 'stupidity']"
may,"['remorse', 'feeling', 'defendant', 'BRAINS', 'people', 'petticoat', 'man', 'what', 'guests', 'discount', 'beat', 'order', 'player', 'use']"
HAD,['dangers']
